ean,title,our_price_sk
4019208035451,Ochrana proti triskam na soustruznicke sklicidlo 315/400mm RÖHM,
4019208035482,Sada celisti (3) DIN6350AB 160mm RÖHM,
4019208035499,Sada celisti (3) DIN6350AB 200mm RÖHM,
4019208035512,Sada celisti (4) DIN6350AB 200mm RÖHM,
4019208038490,Sada celisti (4) DIN6350BB 160mm RÖHM,
4019208038513,Sada celisti (4) DIN6350BB 250mm RÖHM,
4019208038520,Sada celisti (4) DIN6350BB 315mm RÖHM,
4019208038599,Sada celisti (4) DIN6350DB 160mm RÖHM,
4019208038728,Sada celisti (3) DIN6350BB 80mm RÖHM,
4019208038766,Sada celisti (3) DIN6350BB 160mm RÖHM,
4019208038797,Sada celisti (3) DIN6350BB 315mm RÖHM,
4019208038834,Sada celisti (3) DIN6350DB 100mm RÖHM,
4019208038841,Sada celisti (3) DIN6350DB 125mm RÖHM,
4019208038865,Sada celisti (3) DIN6350DB 160mm RÖHM,
4019208038889,Sada celisti (3) DIN6350DB 250mm RÖHM,
4019208044231,Rucni klika pro RKE-L 92mm RÖHM,
4019208052373,Upinka jednoducha pro T-drazku M10x12mm RÖHM,
4019208052380,Upinka jednoducha pro T-drazku M12x14mm RÖHM,
4019208052397,Upinka jednoducha pro T-drazku M12x16mm RÖHM,
4019208052403,Upinka jednoducha pro T-drazku M16x18mm RÖHM,
4019208054070,Upinaci celist SGN 113mm RÖHM,
4019208054087,Upinaci celist SGN 135mm RÖHM,
4019208054094,Upinaci celist SGN 160mm RÖHM,
4019208054131,Upinaci celist SGN 200mm RÖHM,
4019208055169,Nastavbova celist lze kalit 60 254mm RÖHM 254mm RÖHM,
4019208055602,"Upevnovaci sroub pro DURO M8x1,5x22 RÖHM",
4019208055619,"Upevnovaci sroub pro DURO M12x1,5x30 RÖHM",
4019208059563,Hrot dulciku unaseny tvrdokov rozmer 110 MK 5 RÖHM,
4019208059570,Hrot dulciku unaseny tvrdokov rozmer 114 MK 6 RÖHM,
4019208065137,Sroub pro nastavbovou celist rozmer 500/630 M20x40 RÖHM,
4019208065557,Sada stitu proti triskam pro DURO rozmer 160mm RÖHM,
4019208065564,Sada stitu proti triskam pro DURO rozmer 200mm RÖHM,
4019208065571,Sada stitu proti triskam pro DURO rozmer 250mm RÖHM,
4019208065595,Klic pro DURO rozmer 500mm RÖHM,
4019208065762,Sroub pro nastavbovou celist rozmer 125mm M8x25 RÖHM,
4019208066264,Hrot dulciku unaseny tvrdokov rozmer 106 MK 3 RÖHM,
4019208066790,Bezpecnostni klic pro rozmer 200mm RÖHM,
4019208066806,Bezpecnostni klic pro rozmer 250mm RÖHM,
4019208066813,Bezpecnostni klic pro rozmer 315mm RÖHM,
4019208066820,Bezpecnostni klic pro rozmer 400mm RÖHM,
4019208066974,"Sklicidlo na vrtaky s ozubenim na klicku Prima 0,5-8mm B12 RÖHM",
4019208067711,"Rychloupinaci sklicidlo Supra SK 0,5-10mm 3/8”x24 RÖHM",
4019208067995,Centrovaci kuzel unaseny 618-75 rozmer 172 MK2 RÖHM,
4019208068008,Centrovaci kuzel unaseny 618-75 rozmer 172A MK3 RÖHM,
4019208069067,Rychloupinaci sklicidlo Supra SK 1-13mm B12 RÖHM,
4019208078236,Prizmaticka a normalni celist SBO rozmer 3 135mm RÖHM,
4019208078243,Prizmaticka a normalni celist SBO rozmer 4 160mm RÖHM,
4019208087399,Sroub pro nastavbovou celist rozmer 160/200 M8x30 RÖHM,
4019208094892,Precizni sinusovy upinak PS-SV rozmer 2 90mm RÖHM,
4019208105437,"Sklicidlo na vrtaky s ozubenim na klicku Prima HBF 2,5-13mm SDS-plus RÖHM",
4019208177243,Sroub pro nastavbovou celist rozmer 100mm M6x16 RÖHM,
4019208177250,Sroub pro nastavbovou celist rozmer 500/630 M20x80 RÖHM,
4019208177267,Sroub pro nastavbovou celist rozmer 400mm M16x50 RÖHM,
4019208180199,Sroub pro nastavbovou celist rozmer 400mm M16x35 RÖHM,
4019208180229,Sroub pro nastavbovou celist rozmer 315mm M12x30 RÖHM,
4019208192611,"Rychloupinaci sklicidlo Supra S 0,5-10mm 3/8”x24 RÖHM",
4019208195025,Rychloupinaci sklicidlo Supra I 0-8mm B12 RÖHM,
4019208195728,"Rychloupinaci sklicidlo Supra I 0-6,5mm 3/8”x20 RÖHM",
4019208199207,Hnaci adapter pro RKZM 50mm RÖHM,
4019208199528,Upinka jednoducha pro T-drazku M16x20mm RÖHM,
4019208199535,Upinka jednoducha pro T-drazku M16x22mm RÖHM,
4019208199542,Sada T-maitc 20x22mm se sroubkem RÖHM,
4019208208336,Precizni upinak PL-G rozmer 1 70mm RÖHM,
4019208208343,Precizni upinak PL-G rozmer 2 90mm RÖHM,
4019208227139,Sada celisti s hroty 125mm v malem stupni RÖHM,
4019208227146,Sada celisti s hroty 160mm v malem stupni RÖHM,
4019208227795,Soustruznicke sklicidlo s klinovou tyci DURO T rozmer 250mm Röhm,
4019208228235,Precizni upinak PL-S Micro rozmer 2 45mm RÖHM,
4019208228242,Precizni upinak PL-S rozmer 1 70mm RÖHM,
4019208228266,Precizni upinak PL-S rozmer 3 120mm RÖHM,
4019208228624,"Rychloupinaci sklicidlo Supra SKE 1,5-13mm 1/2”-20 + pridrzny krouzek RÖHM",
4019208243061,Upinaci celist SGN 125mm RÖHM,
4019208255590,Stupnovite celisti SB 125mm RÖHM,
4019208255781,Stupnovite celisti SB 92mm RÖHM,
4019208322735,Centrovaci sverak RKZ-M 125mm RÖHM,
4019208369037,Hrot dulciku unaseny K106HZA valcova stopka 25mm RÖHM,
4019208373096,"Sklicidlo extra RV 1,0-10mm 1/4”-HEX RÖHM",
4019208414959,"Sklicidlo extra RV 1,5-13mm 1/2”-20 RÖHM",
4019208414980,"Sklicidlo extra RV 1,5-13mm 3/8”-24 RÖHM",
4019208415000,"Sklicidlo extra RV 1,0-10mm 1/2”-20 RÖHM",
4019208415024,"Sklicidlo extra RV 1,0-10mm 3/8”-24 RÖHM",
4019208450308,"Sklicidlo Extra 50-RV13 1,5-13mm 1/2”-20 RÖHM",
4019208524665,Vierbacken-Drehfutter DURO-M 250/4 K 8/702-3 RÖHM,
4019208524672,Vierbacken-Drehfutter DURO-M 250/4 K 6/702-3 RÖHM,
4019208524719,Vierbacken-Drehfutter DURO-M 160/4 K 4/702-3 RÖHM,
4019208525037,Dreibacken-Drehfutter DURO-M 250/3 K 6/702-3 RÖHM,
4019208525044,Dreibacken-Drehfutter DURO-M 200/3 K 6/702-3 RÖHM,
4019208525051,Dreibacken-Drehfutter DURO-M 200/3 K 5/702-3 RÖHM,
4019208525716,Dreibacken-Drehfutter DURO-M 250/3 K 8/702-2,
4019208525723,Dreibacken-Drehfutter DURO-M 250/3 K 6/702-2,
4019208525730,Dreibacken-Drehfutter DURO-M 200/3 K 6/702-2,
4019208525747,Dreibacken-Drehfutter DURO-M 200/3 K 5/702-2,
4019208525754,Dreibacken-Drehfutter DURO-M 160/3 K 5/702-2,
4019208525778,Dreibacken-Drehfutter DURO-M 125/3 K 4/702-2,
4019208526744,Vierbacken-Drehfutter DURO-M 250/4 DIN 6350,
4019208526751,Vierbacken-Drehfutter DURO-M 200/4 DIN 6350,
4019208526775,Vierbacken-Drehfutter DURO-M 125/4 DIN 6350,
4019208526782,Vierbacken-Drehfutter DURO-M 100/4 DIN 6350,
4019208526799,Vierbacken-Drehfutter DURO-M 80/4 DIN 6350,
4019208526980,Dreibacken-Drehfutter DURO-M 200/3 DIN 6350 RÖHM,
4019208527017,Dreibacken-Drehfutter DURO-M 100/3 DIN 6350 RÖHM,
4019208527024,Dreichbacken-Drehfutter DURO-M 80/3 DIN 6350 RÖHM,
4019494342196,Topurko jasan pro Kladivo gumovy kompozit velikost 1 320mm,
4019494342226,Topurko jasan pro Kladivo gumovy kompozit velikost 3 a 4 380mm,
4020772000479,Oznacovaci jehla MLN-90R05 Ex00 AMF,
4020772000523,Oznacovaci jehla MMN-90R05 Ex00 AMF,
4020772001919,Plocha celist pro pakovou upinku 7600DG-43 hladka pritlacna plocha AMF,
4020772002268,Kulovy pritlacny sroub 7600S-43 AMF,
4020772003418,Meziprvek 7600Z-30 M12x14 AMF,
4020772004552,Upevnovaci sada 7600BF-30 M16x18 AMF,
4020772004569,Upevnovaci sada 7600BF-30 M16x20 AMF,
4020772004583,Upevnovaci sada 7600BF-30 M16x24 AMF,
4020772004590,Upevnovaci sada 7600BF-43 M16x18 AMF,
4020772004613,Upevnovaci sada 7600BF-43 M16x20 AMF,
4020772004668,Pakova upinka posuvna 7600-43 M16x18 AMF,
4020772023881,Upinka vertikálni 6800 ESD vel.1 AMF,
4020772023898,Upinka vertikálni 6800 ESD vel.2 AMF,
4020772023904,Upinka vertikálni 6800 ESD vel.3 AMF,
4020772023911,Kombinovaná upinka 6830 ESD vel.0 AMF,
4020772023959,Kombinovaná upinka 6830 ESD vel.3 AMF,
4020772023966,Upinka s pritlac.pistem 6840 ESD vel.0 AMF,
4020772023973,Upinka s pritlac.pistem 6840 ESD vel.1 AMF,
4020772023980,Upinka s pritlac.pistem 6840 ESD vel.2 AMF,
4020772024031,Pritlacny sroub 6890 ESD vel.0 AMF,
4020772024048,Pritlacny sroub 6890 ESD vel.1 AMF,
4020772024055,Pritlacny sroub 6890 ESD vel.2 AMF,
4020772040635,Klic do celnich otvoru stavitelny 11-60mm/5mm s nosem AMF,
4020772041052,Kloubovy klic do celnich otvoru 40-80mm/4mm s nosem AMF,
8590163904762,Narex Reťaz na lištu 45 cm/62 článkov 00777951,
8581609855472,Krieda prášková 225 g červená 1-47-804,
8590381107099,Kľúč očkoplochý 16 mm dlhý E110709,
8581609851696,Hadica vzduchová 9 mm x 20 m kompet s rýchlospojkami,
8581600415576,Kosa 40 lesnícka 5051.01,
8581600230254,Vozík RDV-7 80kg nafukovacie kolesá výplet (Pegas),
8590804025481,Štetka maliarska guľatá,
5905197285351,Organizér plastový NOR 290x195x35 KNO30204-S429,
4003773065081,El.stip.kles. s b.britF9 125mm Super Knips Knipex,
4020772052232,Upinaci klic pro ER 16 AMF,
4020772052256,Upinaci klic pro ER 25 AMF,
4020772052263,Upinaci klic pro ER 32 AMF,
4020772054748,Hakovy klic DIN1810A s nosem 180-195mm AMF,
4020772054779,Hakovy klic DIN1810A s nosem 260-270mm AMF,
4020772070007,"Upinka DIN6314 6,6x50mm AMF",
4020772070021,Upinka DIN6314 11x80mm AMF,
4020772070083,Upinka DIN6314 22x200mm AMF,
4020772070298,Upinka DIN6314V vyztuha 16/13-48mm AMF,
4020772070359,"Upinka DIN6314Z 6,6x50mm AMF",
4020772070366,Upinka DIN6314Z 9x60mm AMF,
4020772070373,Upinka DIN6314Z 11x80mm AMF,
4020772070403,Upinka DIN6314Z 22x160mm AMF,
4020772070465,"Upinka DIN6315B 6,6x60mm AMF",
4020772070496,Upinka DIN6315B 14x125mm AMF,
4020772070502,Upinka DIN6315B 14x160mm AMF,
4020772070519,Upinka DIN6315B 14x200mm AMF,
4020772070533,Upinka DIN6315B 18x200mm AMF,
4020772070540,Upinka DIN6315B 18x250mm AMF,
4020772070564,Upinka DIN6315B 22x250mm AMF,
4020772070861,Upinka DIN6315GN 9x100mm AMF,
4020772070878,Upinka DIN6315GN 11x125mm AMF,
4020772070908,Upinka DIN6315GN 18x200mm AMF,
4020772070922,Upinka DIN6315GN 22x250mm AMF,
4020772071028,"Upinka DIN6316 6,6x60mm AMF",
4020772071035,Upinka DIN6316 9x80mm AMF,
4020772071042,Upinka DIN6316 11x100mm AMF,
4020772071073,Upinka DIN6316 18x160mm AMF,
4020772071301,Upinka s vyztuhou zalomena 16/36-71mm AMF,
4020772071318,Upinka s vyztuhou zalomena 18/36-69mm AMF,
4020772071325,Upinka s vyztuhou zalomena 22/43-92mm AMF,
4020772071387,"Stupnovita upinaci podperka DIN6318 140/102,5-140mm AMF",
4020772071394,"Stupnovita upinaci podperka DIN6318 185/147,5-185mm AMF",
4020772071400,"Stupnovita upinaci podperka DIN6318 230/192,5-230mm AMF",
4020772071417,"Stupnovita upinaci podperka DIN6318 275/237,5-275mm AMF",
4020772071462,Kryci listy pro T-drazky 16x1000mm AMF,
4020772071837,T-matice DIN6323 volna 12x20mm AMF,
4020772071844,T-matice DIN6323 volna 14x20mm AMF,
4020772071851,T-matice DIN6323 volna 16x20mm AMF,
4020772071868,T-matice DIN6323 volna 18x20mm AMF,
4020772071875,T-matice DIN6323 volna 20x20mm AMF,
4020772071936,Kryci listy pro T-drazky 22x1000mm AMF,
4020772071943,Kryci listy pro T-drazky 28x1000mm AMF,
4020772071950,Kryci listy pro T-drazky 36x1000mm AMF,
4020772072636,Sroubovaci podperka tezka 200-300mm AMF,
4020772072643,Sroubovaci podperka tezka 280-460mm AMF,
4020772072667,Sroubovaci podperka tezka 710-1250mm AMF,
4020772072711,Kulovy nastavec c 6440 AMF,
4020772072810,Nastavec s kulickou c 6445 AMF,
4020772072957,Vektorova upinka pro nizke obrobky (par) 12mm AMF,
4020772072964,Vektorova upinka pro nizke obrobky (par) 14mm AMF,
4020772072971,Vektorova upinka pro nizke obrobky (par) 16mm AMF,
4020772073213,Stabilni upinaci celist 12-14-16-18mm AMF,
4020772073367,Sroubovy podstavec s magnetickym soklem 6400M-70 AMF,
4020772073404,Sroubovy podstavec s magnetickym soklem 6400M-100 AMF,
4020772074296,"Paralelni doraz - par 50x14,0x100mm AMF",
4020772074302,"Paralelni doraz - par 50x16,0x160mm AMF",
4020772074326,"Paralelni doraz - par 63x20,0x160mm AMF",
4020772074357,"Paralelni doraz - par 100x28,0x160mm AMF",
4020772074609,Utahovaci klicka M12 AMF,
4020772074616,Utahovaci klicka M16 AMF,
4020772074906,Upinaci prilozka kompletni + sroub 17x12mm AMF,
4020772075644,Sada paralelni podlozky SP delka 150mm + dreveny stojan AMF,
4020772080105,T-matice DIN508 M24x28mm AMF,
4020772080815,Srouby pro T-drazky DIN787 M8x8x50mm kompletni AMF,
4020772080822,Srouby pro T-drazky DIN787 M8x8x80mm kompletni AMF,
4020772080839,Srouby pro T-drazky DIN787 M10x10x63mm kompletni AMF,
4020772080846,Srouby pro T-drazky DIN787 M10x10x100mm kompletni AMF,
4020772080853,Srouby pro T-drazky DIN787 M12x12x50mm kompletni AMF,
4020772080860,Srouby pro T-drazky DIN787 M12x12x80mm kompletni AMF,
4020772080884,Srouby pro T-drazky DIN787 M12x12x200mm kompletni AMF,
4020772080891,Srouby pro T-drazky DIN787 M12x14x50mm kompletni AMF,
4020772080907,Srouby pro T-drazky DIN787 M12x14x80mm kompletni AMF,
4020772080914,Srouby pro T-drazky DIN787 M12x14x125mm kompletni AMF,
4020772080921,Srouby pro T-drazky DIN787 M12x14x200mm kompletni AMF,
4020772080945,Srouby pro T-drazky DIN787 M14x16x100mm kompletni AMF,
4020772080952,Srouby pro T-drazky DIN787 M14x16x160mm kompletni AMF,
4020772080969,Srouby pro T-drazky DIN787 M14x16x250mm kompletni AMF,
4020772080990,Srouby pro T-drazky DIN787 M16x16x160mm kompletni AMF,
4020772081003,Srouby pro T-drazky DIN787 M16x16x250mm kompletni AMF,
4020772081010,Srouby pro T-drazky DIN787 M16x18x63mm kompletni AMF,
4020772081041,Srouby pro T-drazky DIN787 M16x18x250mm kompletni AMF,
4020772081058,Srouby pro T-drazky DIN787 M20x22x80mm kompletni AMF,
4020772081065,Srouby pro T-drazky DIN787 M20x22x125mm kompletni AMF,
4020772081089,Srouby pro T-drazky DIN787 M20x22x315mm kompletni AMF,
4020772081096,Srouby pro T-drazky DIN787 M24x28x100mm kompletni AMF,
4020772081102,Srouby pro T-drazky DIN787 M24x28x160mm kompletni AMF,
4020772081119,Srouby pro T-drazky DIN787 M24x28x250mm kompletni AMF,
4020772081355,Srouby pro T-drazky DIN787 M10x10x80mm kompletni AMF,
4020772081379,Zavrtny sroub DIN6379 M14x63mm AMF,
4020772081386,Zavrtny sroub DIN6379 M14x100mm AMF,
4020772081508,Srouby pro T-drazky DIN787 M12x12x160mm kompletni AMF,
4020772081522,Zavrtny sroub DIN6379 M20x250mm AMF,
4020772081539,Zavrtny sroub DIN6379 M22x160mm AMF,
4020772081591,Zavrtny sroub DIN6379 M24x250mm AMF,
4020772081768,Kulickova podlozka DIN6319C M14 AMF,
4020772081775,Kulickova podlozka DIN6319C M16 AMF,
4020772081799,Kulickova podlozka DIN6319C M24 AMF,
4020772081881,Kuzelove sedlo DIN6319D M12 AMF,
4020772081898,Kuzelove sedlo DIN6319D M14 AMF,
4020772081928,Kuzelove sedlo DIN6319D M24 AMF,
4020772081997,Podlozka s kuzelovym zapustenim DIN6319G M10 AMF,
4020772082017,Podlozka s kuzelovym zapustenim DIN6319G M14 AMF,
4020772082024,Podlozka s kuzelovym zapustenim DIN6319G M16 AMF,
4020772082031,Podlozka s kuzelovym zapustenim DIN6319G M20 AMF,
4020772082277,Prodluzovaci matice DIN6334 M10/16 AMF,
4020772082284,Prodluzovaci matice DIN6334 M12/18 AMF,
4020772082291,Prodluzovaci matice DIN6334 M14/21 AMF,
4020772082321,Matice 6hran DIN6330B M14/21 AMF,
4020772082338,Matice 6hran DIN6330B M22/32 AMF,
4020772082369,Matice 6hran DIN6330B M6 AMF,
4020772082390,Matice 6hran DIN6330B M12/19 AMF,
4020772082406,Matice 6hran DIN6330B M14/22 AMF,
4020772082413,Matice 6hran DIN6330B M16 AMF,
4020772082420,Matice 6hran DIN6330B M18 AMF,
4020772082437,Matice 6hran DIN6330B M20 AMF,
4020772082444,Matice 6hran DIN6330B M22/34 AMF,
4020772082451,Matice 6hran DIN6330B M24 AMF,
4020772082673,Prodluzovaci matice DIN6334 M10/17 AMF,
4020772082703,Prodluzovaci matice DIN6334 M16 AMF,
4020772082741,Prodluzovaci matice DIN6334 M24 AMF,
4020772082819,Podlozka DIN6340 M6 AMF,
4020772082826,Podlozka DIN6340 M8 AMF,
4020772082864,Podlozka DIN6340 M16 AMF,
4020772082895,Podlozka DIN6340 M22 AMF,
4020772082901,Podlozka DIN6340 M24 AMF,
4020772082994,Sada upinaci srouby M12x12 AMF,
4020772083007,Sada upinaci srouby M12x14 AMF,
4020772083014,Sada upinaci srouby M14x16 AMF,
4020772083038,Sada upinaci srouby M16x18 AMF,
4020772083076,Sada upinaci prvky M6 plast AMF,
4020772083588,Sada upinaci nastroje M10x10 AMF,
4020772083601,Sada upinaci nastroje M12x14 AMF,
4020772083618,Sada upinaci nastroje M16x16 AMF,
4020772083625,Sada upinaci nastroje M16x18 AMF,
4020772083649,Sada upinaci nastroje M20x22 AMF,
4020772083908,Sada upinaci nastroje Basis M16x18 AMF,
4020772084202,Srouby pro T-drazky DIN787 M6x6x25mm kompletni AMF,
4020772084219,Srouby pro T-drazky DIN787 M6x6x40mm kompletni AMF,
4020772084233,Srouby pro T-drazky DIN787 M8x8x32mm kompletni AMF,
4020772084301,Srouby pro T-drazky DIN787 M20x20x80mm kompletni AMF,
4020772084318,Srouby pro T-drazky DIN787 M20x20x125mm kompletni AMF,
4020772084332,Srouby pro T-drazky DIN787 M20x20x315mm kompletni AMF,
4020772084370,Srouby pro T-drazky DIN787 M12x14x160mm kompletni AMF,
4020772084417,Srouby pro T-drazky DIN787 M16x18x125mm kompletni AMF,
4020772084448,Srouby pro T-drazky DIN787 M14x16x80mm kompletni AMF,
4020772084455,Srouby pro T-drazky DIN787 M14x16x125mm kompletni AMF,
4020772084462,Zavrtny sroub DIN6379 M14x80mm AMF,
4020772084479,Zavrtny sroub DIN6379 M14x125mm AMF,
4020772084530,Polotovar matice T-drazky DIN508R-12 AMF,
4020772084585,Polotovar matice T-drazky DIN508R-22 AMF,
4020772084592,Polotovar matice T-drazky DIN508R-24 AMF,
4020772084653,T-matice DIN508L M6x8mm AMF,
4020772084677,T-matice DIN508L M10x12mm AMF,
4020772084691,T-matice DIN508L M14x16mm AMF,
4020772084714,T-matice DIN508L M18x20mm AMF,
4020772084721,T-matice DIN508L M20x22mm AMF,
4020772084738,T-matice RHOMBUS DIN510 M20x28mm AMF,
4020772084745,T-matice DIN508L M24x28mm AMF,
4020772084752,Zavrtny sroub DIN6379 M8x125mm AMF,
4020772084844,Zavrtny sroub DIN6379 M10x200mm AMF,
4020772084875,Zavrtny sroub DIN6379 M12x125mm AMF,
4020772084882,Zavrtny sroub DIN6379 M12x200mm AMF,
4020772084899,Zavrtny sroub DIN6379 M14x250mm AMF,
4020772084905,Zavrtny sroub DIN6379 M16x63mm AMF,
4020772084936,Zavrtny sroub DIN6379 M16x250mm AMF,
4020772084974,Zavrtny sroub DIN6379 M20x80mm AMF,
4020772084998,Zavrtny sroub DIN6379 M20x315mm AMF,
4020772085001,Zavrtny sroub DIN6379 M20x500mm AMF,
4020772085018,Zavrtny sroub DIN6379 M22x100mm AMF,
4020772085032,Zavrtny sroub DIN6379 M24x100mm AMF,
4020772085049,Zavrtny sroub DIN6379 M24x400mm AMF,
4020772085483,Zavrtny sroub DIN6379 M12x160mm AMF,
4020772085926,Zavrtny sroub DIN6379 M10x160mm AMF,
4020772086558,Zavrtny sroub DIN6379 M14x200mm AMF,
4020772086794,Sroub Rhombus M20x22x80mm AMF,
4020772087296,Sroub Rhombus M12x14x50mm AMF,
4020772087319,Sroub Rhombus M12x14x80mm AMF,
4020772087333,Sroub Rhombus M12x14x125mm AMF,
4020772087357,Sroub Rhombus M16x18x63mm AMF,
4020772087371,Sroub Rhombus M16x18x100mm AMF,
4020772087395,Sroub Rhombus M16x18x160mm AMF,
4020772087418,T-matice RHOMBUS DIN510 M8x10mm AMF,
4020772090050,Upinka vertikalni patice rozmer 6800 rozmer 5 AMF,
4020772090067,Upinka vertikalni patice rozmer 6800 rozmer 6 AMF,
4020772090227,Upinka vertikalni patice rozmer 6802 rozmer 2 AMF,
4020772090241,Upinka vertikalni patice rozmer 6802 rozmer 4 AMF,
4020772090258,Upinka vertikalni patice rozmer 6802 rozmer 5 AMF,
4020772090326,Upinka vertikalni patice rozmer 6803 rozmer 2 AMF,
4020772093242,Upinka horizontalni patice 6832 rozmer 4 AMF,
4020772093259,Upinka horizontalni patice 6832 rozmer 5 AMF,
4020772093860,Kombinovana upinka 6860 rozmer 3 AMF,
4020772094010,stabilni uhlova patka 6843 rozmer 1 AMF,
4020772094034,stabilni uhlova patka 6843 rozmer 3 AMF,
4020772094058,stabilni uhlova patka 6843 rozmer 5 AMF,
4020772094621,Protikus 6847G rozmer 1 AMF,
4020772095185,Upinka horizontalni patice 6830NI rozmer 2 nerez AMF,
4020772099015,Pritlacny sroub rozmer 1 AMF,
4020772099022,Pritlacny sroub rozmer 2 AMF,
4020772099039,Pritlacny sroub rozmer 3 AMF,
4020772099084,Pritlacny sroub rozmer 6 AMF,
4020772099329,Ochranna krytka rozmer 1 AMF,
4020772099343,Ochranna krytka rozmer 3/4 AMF,
4020772370091,Paralelni podlozka (v paru) 4x12x100 AMF,
4020772370237,Paralelni podlozka (v paru) 8x26x125 AMF,
4020772370305,Paralelni podlozka (v paru) 10x33x125 AMF,
4020772370374,Paralelni podlozka (v paru) 12x40x125 AMF,
4020772370473,Paralelni podlozka (v paru) 8x26x150 AMF,
4020772370541,Paralelni podlozka (v paru) 10x33x150 AMF,
4020772374167,Plocha upinka 6496 M12x16mm AMF,
4020772374211,Plocha upinka 6496 M20x28mm AMF,
4020772381776,TWINNUT matice bez nakruzku 6333S-M6 AMF,
4020772381783,TWINNUT matice bez nakruzku 6333S-M8 AMF,
4020772381790,TWINNUT matice bez nakruzku 6333S-M10 AMF,
4020772381813,TWINNUT matice bez nakruzku 6333S-M16 AMF,
4020772381820,TWINNUT matice bez nakruzku 6333S-M20 AMF,
4020772381837,TWINNUT matice bez nakruzku 6333S-M24 AMF,
4020772381844,TWINNUT matice vcetne nakruzku 6333S-M6 AMF,
4020772381851,TWINNUT matice vcetne nakruzku 6333S-M8 AMF,
4020772381868,TWINNUT matice vcetne nakruzku 6333S-M10 AMF,
4020772381875,TWINNUT matice vcetne nakruzku 6333S-M12 AMF,
4020772381905,TWINNUT matice vcetne nakruzku 6333S-M24 AMF,
4020772551711,Upinka horizontalni patice plus rozmer 2 AMF,
4020772551728,Pritlacny sroub rozmer 4 plus AMF,
4022835040019,Sada na opravu zavitu M2 V-COIL,
4022835043850,Sada na opravu zavitu RAPID M6-M10 V-COIL,
4022835073086,"Zavitova vlozka standardni 1,5xD M5x0,8 V-COIL",
4022835073215,"Zavitova vlozka standardni 1,5xD M12x1,75 V-COIL",
4022835073284,"Zavitova vlozka pro zapalovaci svicku M14x1,25-16,4mm V-COIL",
4022835486015,Sada zavitniky M3-M20 VÖLKEL,
4022835486084,Sada zavitniky G1/8”-1.” VÖLKEL,
4022835670421,Bit Zarezovy zavitnik HSSG M8 VÖLKEL,
4022835670469,Bit Zarezovy zavitnik HSSG M10 VÖLKEL,
4022835670506,Zavitnik oboustranny M12 VÖLKEL,
4022835670520,Zavitnik oboustranny M16 VÖLKEL,
4022835670537,Zavitnik oboustranny M18 VÖLKEL,
4022835670544,Zavitnik oboustranny M20 VÖLKEL,
4022835671107,"Spiralovy vrtak HSS, stopka 6hran vybrusovany 1mm VÖLKEL",
4022835671152,"Spiralovy vrtak HSS, stopka 6hran vybrusovany 1,5mm VÖLKEL",
4022835671206,"Spiralovy vrtak HSS, stopka 6hran vybrusovany 2mm VÖLKEL",
4022835671336,"Spiralovy vrtak HSS, stopka 6hran vybrusovany 3,3mm VÖLKEL",
4022835671459,"Spiralovy vrtak HSS, stopka 6hran vybrusovany 4,5mm VÖLKEL",
4022835671558,"Spiralovy vrtak HSS, stopka 6hran vybrusovany 5,5mm VÖLKEL",
4022835671701,"Spiralovy vrtak HSS, stopka 6hran vybrusovany 7mm VÖLKEL",
4022835671756,"Spiralovy vrtak HSS, stopka 6hran vybrusovany 7,5mm VÖLKEL",
4022835671855,"Spiralovy vrtak HSS, stopka 6hran vybrusovany 8,5mm VÖLKEL",
4022835671992,"Spiralovy vrtak HSS, stopka 6hran vybrusovany 10,2mm VÖLKEL",
4022835672265,Nastroj Kombi HSS SGE M3 VÖLKEL,
4022835678717,Zavitnik oboustranny G1/4” VÖLKEL,
4023138124239,"Delici kotouc Diamant EC-31 125x2,1x10x22,23mm CEDIMA",
4023138124246,"Delici kotouc Diamant EC-31 230x2,4x10x22,23mm CEDIMA",
4023138127186,"Delici kotouc Diamant EC-18 180x2,2x10x22,23mm CEDIMA",
4023138128084,"Delici kotouc Diamant EC-42.1 115x2,2x10x22,23mm CEDIMA",
4023138133446,"Delici kotouc Diamant EC-45.1 180x1,6x10x22,23/25,4mm CEDIMA",
4023138153994,"Delici kotouc Diamant EC-21.2 350x3,2x12x25,4mm CEDIMA",
4023138154014,"Delici kotouc Diamant EC-21.2 300x2,8x12x25,4mm CEDIMA",
4023138154021,"Delici kotouc Diamant EC-21.2 300x2,8x12x20mm CEDIMA",
4026158054296,Presna stupnice typ B ESCHENBACH,
4026158057099,Lupa s nahlavnim paskem laboComfort 2x250mm ESCHENBACH,
4026271002914,Sada hadovitych vrtáku 235mm 8 ks Famag,
4026271002983,Hadovity vrták LEWIS 8mm GL 235mm Famag,
4026271003010,Hadovity vrták LEWIS 10mm GL 235mm Famag,
4026271003041,Hadovity vrták LEWIS 12mm GL 235mm Famag,
4026271003102,Hadovity vrták LEWIS 16mm GL 235mm Famag,
4026271003133,Hadovity vrták LEWIS 18mm GL 235mm Famag,
4026271003164,Hadovity vrták LEWIS 20mm GL 235mm Famag,
4026271003188,Hadovity vrták LEWIS 22mm GL 235mm Famag,
4026271003201,Hadovity vrták LEWIS 24mm GL 235mm Famag,
4026271003249,Hadovity vrták LEWIS 26mm GL 235mm Famag,
4026271003287,Hadovity vrták LEWIS 30mm GL 235mm Famag,
